Time,True time, Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z, Pressure,delta t
seconds,seconds, deg/s, deg/s, deg/s, m/s^2, m/s^2, m/s^2, PSI,seconds
43.127,43.127,-5,0.7,-0.4,-0.39,9.83,-0.01,99213,0.054
43.182,43.182,-5,0.7,-0.5,-0.43,9.83,-0.07,99213,0.055
43.236,43.236,-5.1,0.8,-0.6,-0.48,9.84,-0.09,99213,0.054
43.29,43.29,-5.1,0.9,-0.3,-0.4,9.86,-0.01,99211,0.054
43.345,43.345,-4.9,0.9,-0.5,-0.44,9.84,-0.1,99211,0.055
43.399,43.399,-5.3,0.8,-0.4,-0.44,9.77,-0.04,99210,0.054
43.453,43.453,-4.9,0.8,-0.7,-0.42,9.83,-0.02,99208,0.054
43.507,43.507,-5.2,0.6,-0.5,-0.47,9.81,-0.11,99213,0.054
43.562,43.562,-5.1,0.9,-0.5,-0.4,9.84,-0.03,99215,0.055
43.62,43.62,-5.2,0.8,-0.7,-0.48,9.82,-0.08,99215,0.058
43.674,43.674,-5.1,0.9,-0.6,-0.4,9.84,-0.07,99215,0.054
43.728,43.728,-5,0.8,-0.1,-0.4,9.82,-0.07,99212,0.054
43.782,43.782,-5,0.8,-0.6,-0.42,9.81,-0.11,99216,0.054
43.837,43.837,-5.1,0.8,-0.5,-0.41,9.82,-0.03,99211,0.055
43.891,43.891,-4.9,0.8,-0.7,-0.43,9.82,-0.08,99216,0.054
43.945,43.945,-5.1,0.7,-0.2,-0.43,9.85,-0.03,99213,0.054
44,44,-5,0.9,-0.9,-0.39,9.81,-0.05,99212,0.055
44.054,44.054,-5.1,1.2,-0.5,-0.48,9.79,-0.12,99210,0.054
44.108,44.108,-5.1,0.7,-0.3,-0.42,9.81,0,99209,0.054
44.163,44.163,-5,0.9,-0.7,-0.43,9.81,-0.09,99213,0.055
44.217,44.217,-5.2,0.7,-0.2,-0.47,9.79,-0.11,99212,0.054
44.271,44.271,-5,1,-0.7,-0.42,9.86,-0.02,99214,0.054
44.326,44.326,-5.1,1,-0.4,-0.48,9.82,-0.1,99212,0.055
44.38,44.38,-5.2,1,-0.5,-0.45,9.84,-0.04,99213,0.054
44.434,44.434,-5.1,0.9,-0.6,-0.45,9.81,-0.12,99213,0.054
44.488,44.488,-5.1,0.5,-0.4,-0.44,9.84,-0.01,99214,0.054
44.543,44.543,-4.9,1.1,-0.4,-0.38,9.82,-0.05,99215,0.055
44.597,44.597,-5.2,0.7,-0.4,-0.49,9.83,-0.1,99215,0.054
44.651,44.651,-5.2,0.9,-0.4,-0.42,9.86,-0.07,99212,0.054
44.706,44.706,-5.1,0.7,-0.7,-0.38,9.81,0.04,99210,0.055
44.76,44.76,-4.8,0.7,-0.4,-0.45,9.83,-0.11,99214,0.054
44.828,44.828,-5,0.8,-0.7,-0.44,9.83,-0.01,99213,0.068
44.882,44.882,-5.1,0.8,-0.7,-0.49,9.84,-0.06,99215,0.054
44.936,44.936,-5,0.9,-0.4,-0.43,9.86,-0.07,99210,0.054
44.99,44.99,-5.1,0.9,-0.6,-0.42,9.82,-0.06,99215,0.054
45.045,45.045,-5.1,0.9,-0.8,-0.47,9.81,-0.08,99214,0.055
45.099,45.099,-5.3,0.8,-0.6,-0.4,9.82,-0.01,99211,0.054
45.153,45.153,-4.9,0.9,-0.4,-0.44,9.81,0.02,99211,0.054
45.208,45.208,-5.3,0.7,-0.5,-0.44,9.81,-0.07,99217,0.055
45.262,45.262,-5,1,-0.5,-0.38,9.85,-0.01,99214,0.054
45.366,45.366,-5.1,1,-0.5,-0.4,9.85,-0.08,99212,0.104
45.421,45.421,-5,1.1,-0.5,-0.41,9.83,-0.05,99212,0.055
45.475,45.475,-5.1,0.9,-0.4,-0.45,9.79,-0.15,99212,0.054
45.529,45.529,-5,0.6,-0.4,-0.37,9.81,-0.05,99209,0.054
45.584,45.584,-5,1,-0.4,-0.45,9.84,-0.03,99208,0.055
45.638,45.638,-5.3,1.2,-0.5,-0.42,9.81,-0.06,99211,0.054
45.692,45.692,-4.9,0.8,-0.7,-0.39,9.84,-0.02,99214,0.054
45.746,45.746,-4.9,1,-0.6,-0.51,9.79,-0.08,99211,0.054
45.801,45.801,-5.1,0.8,-0.5,-0.39,9.83,0.02,99213,0.055
45.855,45.855,-4.9,0.7,-0.5,-0.41,9.82,-0.04,99214,0.054
45.909,45.909,-4.9,1,-0.3,-0.47,9.82,-0.08,99213,0.054
45.964,45.964,-5,0.9,-0.5,-0.4,9.83,0.04,99211,0.055
46.018,46.018,-5,0.7,-0.6,-0.48,9.85,-0.12,99214,0.054
46.072,46.072,-5,1.1,-0.6,-0.45,9.83,-0.03,99212,0.054
46.13,46.13,-4.8,0.8,-0.5,-0.39,9.84,-0.04,99214,0.058
46.184,46.184,-4.9,1.1,-0.5,-0.46,9.79,-0.1,99213,0.054
46.287,46.287,-5.2,0.9,-0.5,-0.45,9.81,-0.03,99212,0.103
46.341,46.341,-5,0.8,-0.4,-0.41,9.82,-0.09,99212,0.054
46.395,46.395,-5,0.9,-0.7,-0.41,9.83,-0.05,99210,0.054
46.449,46.449,-4.7,1,-0.2,-0.47,9.82,-0.16,99210,0.054
46.503,46.503,-5.2,1,-0.5,-0.41,9.83,0.03,99214,0.054
46.557,46.557,-5,0.7,-0.9,-0.46,9.82,-0.08,99213,0.054
46.611,46.611,-5.2,0.9,-0.3,-0.43,9.83,-0.06,99212,0.054
46.666,46.666,-5.1,1,-0.5,-0.4,9.82,-0.02,99213,0.055
46.72,46.72,-5.2,1.1,-0.6,-0.48,9.85,-0.08,99214,0.054
46.774,46.774,-4.9,0.7,-0.5,-0.44,9.82,-0.07,99211,0.054
46.828,46.828,-5,0.8,-0.7,-0.4,9.81,0.03,99214,0.054
46.882,46.882,-5.2,1,-0.3,-0.46,9.86,-0.11,99212,0.054
46.936,46.936,-5.3,0.7,-0.4,-0.36,9.83,0.01,99207,0.054
46.99,46.99,-4.8,0.9,-0.6,-0.46,9.81,-0.08,99212,0.054
47.044,47.044,-5.5,0.8,-0.4,-0.47,9.82,-0.09,99210,0.054
47.098,47.098,-5,1,-0.5,-0.38,9.84,-0.02,99210,0.054
47.152,47.152,-5.1,0.9,-0.5,-0.5,9.84,-0.08,99214,0.054
47.206,47.206,-5.3,0.8,-0.3,-0.39,9.84,-0.09,99211,0.054
47.26,47.26,-5.1,1,-0.4,-0.44,9.83,-0.02,99216,0.054
47.314,47.314,-5.1,1,-0.5,-0.49,9.84,-0.11,99212,0.054
47.372,47.372,-4.8,0.7,-0.5,-0.32,9.81,-0.05,99211,0.058
47.426,47.426,-4.9,0.9,-0.7,-0.46,9.84,-0.18,99214,0.054
47.481,47.481,-4.9,0.8,-0.4,-0.42,9.81,-0.04,99215,0.055
47.535,47.535,-5,1,-0.7,-0.42,9.81,-0.06,99209,0.054
47.589,47.589,-5.1,0.8,-0.6,-0.5,9.82,-0.1,99211,0.054
47.643,47.643,-5.3,0.7,-0.6,-0.39,9.84,0.01,99207,0.054
47.698,47.698,-5.1,0.9,-0.6,-0.46,9.86,-0.12,99214,0.055
47.752,47.752,-5.1,1.2,-0.4,-0.44,9.83,0.02,99212,0.054
47.806,47.806,-5.2,1,-0.7,-0.35,9.83,0.04,99213,0.054
47.861,47.861,-5.1,1.1,-0.5,-0.48,9.81,-0.11,99210,0.055
47.915,47.915,-5.3,0.8,-0.4,-0.34,9.81,0.02,99215,0.054
47.969,47.969,-4.9,0.8,-0.6,-0.34,9.84,-0.1,99216,0.054
48.023,48.023,-5.2,0.7,-0.7,-0.53,9.79,-0.03,99214,0.054
48.078,48.078,-4.9,1.1,-0.6,-0.39,9.84,0.01,99213,0.055
48.132,48.132,-5.1,1,-0.6,-0.52,9.84,-0.05,99211,0.054
48.186,48.186,-5.2,1.1,-0.5,-0.43,9.82,0,99210,0.054
48.241,48.241,-5.2,0.6,-0.6,-0.44,9.83,0.04,99211,0.055
48.295,48.295,-5.2,0.8,-0.2,-0.44,9.82,-0.16,99214,0.054
48.349,48.349,-5,0.9,-0.7,-0.39,9.83,-0.01,99213,0.054
48.403,48.403,-4.9,0.9,-0.8,-0.4,9.83,-0.08,99210,0.054
48.458,48.458,-4.9,0.9,-0.3,-0.48,9.83,-0.07,99210,0.055
48.512,48.512,-5.2,0.9,-0.7,-0.31,9.84,-0.05,99214,0.054
48.57,48.57,-4.9,0.8,-0.5,-0.53,9.84,-0.14,99212,0.058
48.624,48.624,-5.2,0.8,-0.4,-0.35,9.83,-0.02,99212,0.054
48.727,48.727,-5.3,0.7,-0.6,-0.47,9.85,-0.04,99210,0.103
48.782,48.782,-4.9,0.8,-0.5,-0.38,9.8,0,99212,0.055
48.836,48.836,-5.2,0.9,-0.6,-0.47,9.81,-0.13,99214,0.054
48.89,48.89,-5,0.9,-0.8,-0.41,9.83,0.01,99206,0.054
48.945,48.945,-4.9,0.9,-0.5,-0.43,9.83,-0.05,99208,0.055
48.999,48.999,-4.8,1.1,-0.4,-0.49,9.85,-0.1,99212,0.054
49.053,49.053,-5,0.9,-0.5,-0.4,9.83,0.03,99210,0.054
